sensor_keep_ratio,kept_sensor_count,total_distance_m,flight_time_s,turning_number,energy_proxy,overall_coverage_rate,high_risk_coverage_rate,abnormality_detection_rate,missed_risk_rate,detected_truth_cells,detections_per_km,waypoints,obstacle_collisions,total_distance_m_std,flight_time_s_std,turning_number_std,energy_proxy_std,overall_coverage_rate_std,high_risk_coverage_rate_std,abnormality_detection_rate_std,missed_risk_rate_std,detected_truth_cells_std,detections_per_km_std,waypoints_std,obstacle_collisions_std
1.0,10.0,12809.708766463926,2134.951461077321,54.0,13025.708766463926,0.7008,0.9380530973451326,0.7920792079207921,0.20792079207920788,480.0,37.4715779063338,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.75,8.0,12872.852087171033,2145.475347861839,55.6,13095.252087171033,0.70368,0.9079646017699116,0.7891089108910891,0.2108910891089109,478.2,37.14853763987524,75.4,0.0,46.33573361608851,7.722622269348101,1.4966629547095764,52.21190896238975,0.014535804071326753,0.028866383062478043,0.012099209755658999,0.012099209755658999,7.332121111929345,0.5903891975415698,3.7202150475476548,0.0
0.5,5.0,12932.975422358479,2155.4959037264125,58.6,13167.375422358478,0.69848,0.9274336283185841,0.7943894389438945,0.20561056105610565,481.4,37.22171753903804,78.8,0.0,204.61786177886958,34.102976963145004,7.735631842325486,235.53980427976003,0.008132502689824362,0.008670760151444891,0.014179901689069843,0.014179901689069843,8.593020423576334,0.14794545952918112,11.651609330903607,0.0
0.25,2.0,12945.141350166963,2157.5235583611607,55.2,13165.941350166962,0.67608,0.8991150442477875,0.7547854785478547,0.2452145214521452,457.4,35.33318816613858,69.0,0.0,108.79834074704586,18.133056791174287,7.35934779718964,133.34256998571175,0.018541024782896952,0.024138374684930703,0.026083049252117817,0.026083049252117817,15.80632784678339,1.1633197155817554,7.238784428341543,0.0
